hotel,fold,Naive_ME,Naive_MAE,Naive_RMSE,Naive_MAPE,Seasonal_ME,Seasonal_MAE,Seasonal_RMSE,Seasonal_MAPE,ETS_ME,ETS_MAE,ETS_RMSE,ETS_MAPE,ARIMA_ME,ARIMA_MAE,ARIMA_RMSE,ARIMA_MAPE,LGBM_ME,LGBM_MAE,LGBM_RMSE,LGBM_MAPE,NBEATS_ME,NBEATS_MAE,NBEATS_RMSE,NBEATS_MAPE,NHITS_ME,NHITS_MAE,NHITS_RMSE,NHITS_MAPE
hotel_42,4,-0.19210748765404634,0.27281220803488004,0.32469922980125815,0.8135102715141779,0.4111313787427147,0.41718200827512564,0.4873944127784665,0.6195389042939119,-0.03156690146158571,0.20408731905806748,0.24200187561721534,0.5193930508001147,-0.048247585616809405,0.23414332172187155,0.26501686884173514,0.6208847086932663,,,,,,,,,,,,
hotel_42,5,0.3491124260355029,0.3712684077056546,0.42369767685721604,0.4871916269889566,-0.2784179383369667,0.2805534546425235,0.36763675516685534,0.6807127482280807,0.3396036165176797,0.35711118260617347,0.4020037788105212,0.4790366537337365,0.07059632503911446,0.21673840136551764,0.2516261413390571,0.40035876137366494,,,,,,,,,,,,
hotel_49,1,-0.059455828014779936,0.06598205288161617,0.10049716829051099,0.08073987217160812,-0.059455828014779936,0.06598205288161617,0.10049716829051099,0.08073987217160812,-0.04279421604016149,0.054218655584771534,0.08575105275911192,0.06663597347529514,-0.05216143395155593,0.06315797774089289,0.0963349295139481,0.07724875196778089,,,,,,,,,,,,
hotel_49,2,-0.10734680166994581,0.1252939200537454,0.1774073297338217,0.18424929256994432,-0.15101492394068805,0.15111089783578857,0.20677410879346103,0.21928402956790954,-0.03573356254979353,0.09883074861790589,0.13568651383564942,0.1411472892373663,-0.06513853254161506,0.11284060221232625,0.1551006575736146,0.1631350414811097,,,,,,,,,,,,
hotel_49,3,0.009069533087000295,0.07500359902106625,0.08931371363221462,0.08630118514992284,-0.07389989922741015,0.07447574259801334,0.11556763438862294,0.09206091710282,0.06010949147925354,0.08873709408500614,0.09952016848541259,0.09632485958877259,0.08981841336618565,0.1172391183894938,0.126146517234339,0.12527837470003447,,,,,,,,,,,,
hotel_49,4,-0.11694419117999899,0.11847977350160752,0.13857622656743082,0.1430965870450194,-0.05580882000095969,0.08671241422333123,0.09296263286301266,0.10239787679231716,-0.07164657358712177,0.08691725879172135,0.10216928195683311,0.10380948678376298,-0.08972932964551202,0.1019947481559287,0.11640193493986356,0.1225442912858731,,,,,,,,,,,,
hotel_49,5,-0.14434473823120117,0.14434473823120117,0.1716251283941627,0.23687898756258222,-0.1312443015499784,0.13316377945198904,0.1607633289361119,0.2195803838008163,-0.10081279206603837,0.11210504039870459,0.13432643648281437,0.18294694711843443,-0.13391217713766732,0.13534528425427547,0.16303465502715378,0.22301349007931237,,,,,,,,,,,,
hotel_56,1,-0.05430402930402929,0.054853479853479846,0.11458437395464861,0.07399484970544994,-0.0626373626373626,0.0626373626373626,0.11876064311921837,0.0823953562368781,-0.030157239625170282,0.0658747278963538,0.09807398422003248,0.08122433217292596,-0.051640112450851254,0.05475594889884478,0.1133392589579385,0.07369908256208882,,,,,,,,,,,,
hotel_56,2,-0.0027472527472527973,0.12655677655677655,0.1509786956645425,0.16846275943414757,-0.10274725274725276,0.1076923076923077,0.18260344217461263,0.16564380426538572,-0.015041028510612979,0.11187348740592938,0.14143764554057364,0.15155805257381727,-0.04737508058057179,0.11519210988139648,0.15852023068174886,0.1641769625237567,,,,,,,,,,,,
hotel_56,3,0.17023809523809527,0.18580586080586087,0.19812729778964366,0.1956364227253695,-0.06309523809523813,0.0674908424908425,0.11939190143986372,0.08854823837932044,0.131214996766877,0.14432908539644712,0.15752141982152104,0.15266703369265325,0.06714220350163,0.11039053979933452,0.12185164089283533,0.12199842464594589,,,,,,,,,,,,
hotel_56,4,-0.021245421245421246,0.02161172161172161,0.0523122259760468,0.024824169097766597,0.003754578754578777,0.03543956043956045,0.047950995029278846,0.03805608110497797,0.010957306868017708,0.04049277137871473,0.04923950196401723,0.041807699235007476,0.050810423510535975,0.06688621421627897,0.06954385083679307,0.06841453304020687,,,,,,,,,,,,
hotel_56,5,-0.06675824175824178,0.07005494505494507,0.11862884218351875,0.08946143372848661,-0.06675824175824178,0.07005494505494507,0.11862884218351875,0.08946143372848661,-0.04094700710151967,0.07335744254852712,0.10015089191448263,0.08834391507509405,-0.009783869845825258,0.07120084563612952,0.09630495601398169,0.08550794975038534,,,,,,,,,,,,
hotel_63,1,-0.0694993894993895,0.15897435897435896,0.18913250109672577,0.267484375742474,-0.13616605616605615,0.17533577533577535,0.22244579717794777,0.30950612960446605,0.053355386850981,0.11485263210462773,0.1474766970946082,0.16628077541586617,0.08432193490184511,0.16445753176649233,0.19442944761212297,0.22700421994407294,,,,,,,,,,,,
hotel_63,2,-0.10100122100122104,0.13050061050061054,0.1813990160914231,0.1977325895202269,-0.14544566544566542,0.1509157509157509,0.2094249220893524,0.2289057612620141,0.07598964359295188,0.12010891319663909,0.1520964326767927,0.14969926521164,-0.06719707576644837,0.1377675708873981,0.1876585006704816,0.20355892797224603,,,,,,,,,,,,
hotel_63,3,0.021636141636141665,0.16395604395604393,0.19362853411969674,0.27182344738582886,-0.2805860805860806,0.2845909645909646,0.340224095588631,0.5496849190799101,0.12519535470771015,0.16457708394441983,0.20035821970613205,0.23131129307337625,-0.041535802603563106,0.16443929980489205,0.1974025567800838,0.2981822400184515,,,,,,,,,,,,
